store,city,category_name,category_id,product_id,product_name,brand,price_kzt,currency,unit,source
clever,astana,"Фрукты, ягоды",1090,27f09269-d9f4-11ec-b2bc-005056a59fae,Бананы кг,,1190,KZT,,clevermarket.kz
clever,astana,"Фрукты, ягоды",1090,164595af-da0c-11ec-b2bc-005056a59fae,Яблоки Лимонка кг,,940,KZT,,clevermarket.kz
clever,astana,"Фрукты, ягоды",1090,de48cc3b-d9f4-11ec-b2bc-005056a59fae,Виноград Кишмиш кг,,1750,KZT,,clevermarket.kz
clever,astana,"Фрукты, ягоды",1090,175ae37b-da0d-11ec-b2bc-005056a59fae,Яблоки Семеренко кг,,1000,KZT,,clevermarket.kz
clever,astana,"Фрукты, ягоды",1090,3baadf44-d9f5-11ec-b2bc-005056a59fae,Виноград черный кг,,1500,KZT,,clevermarket.kz
clever,astana,"Фрукты, ягоды",1090,9215ce7d-d9fd-11ec-b2bc-005056a59fae,Лимон кг,,2250,KZT,,clevermarket.kz
clever,astana,"Фрукты, ягоды",1090,6aa3734d-da0d-11ec-b2bc-005056a59fae,Яблоки Айдаред кг,,1125,KZT,,clevermarket.kz
clever,astana,"Фрукты, ягоды",1090,dcca67bb-d9f5-11ec-b2bc-005056a59fae,Гранат кг,,1875,KZT,,clevermarket.kz
clever,astana,"Фрукты, ягоды",1090,42de9870-365b-11ee-b2e0-005056a59fae,Груша Лесная красавица кг,,1375,KZT,,clevermarket.kz
clever,astana,"Фрукты, ягоды",1090,5613820f-d9fb-11ec-b2bc-005056a59fae,Киви корзина шт,,1065,KZT,,clevermarket.kz
clever,astana,"Фрукты, ягоды",1090,042de759-da01-11ec-b2bc-005056a59fae,Мандарины Турция кг,,1750,KZT,,clevermarket.kz
clever,astana,"Фрукты, ягоды",1090,cbec7fee-d9f7-11ec-b2bc-005056a59fae,Груша Конференция кг,,2000,KZT,,clevermarket.kz
clever,astana,"Фрукты, ягоды",1090,5618fb66-d9f6-11ec-b2bc-005056a59fae,Грейпфрут Турция кг,,1750,KZT,,clevermarket.kz
clever,astana,"Фрукты, ягоды",1090,aa35d656-da0c-11ec-b2bc-005056a59fae,Яблоки Салтанат кг,,1375,KZT,,clevermarket.kz
clever,astana,"Фрукты, ягоды",1090,9d997cf2-d9f7-11ec-b2bc-005056a59fae,Груша Дюшес кг,,1125,KZT,,clevermarket.kz
clever,astana,"Овощи, зелень, грибы, соленья",1089,bb4b73fb-da02-11ec-b2bc-005056a59fae,Огурцы миринда кг,,1980,KZT,,clevermarket.kz
clever,astana,"Попкорн, вата, палочки кукурузные палочки, сладкая вата, попкорн с доставкой по г.Астана",2305,6d9c35ef-b0c6-11f0-b314-f44716997c17,Палочки кукурузные Salus 250 гр,,392,KZT,,clevermarket.kz
clever,astana,Шампанское и Игристые вина,2166,d4457a91-753b-11ed-b2c6-005056a59fae,Шампанское Moët & Chandon Brut Imperial белое сухое 12% 0.75 л,,31899,KZT,,clevermarket.kz
clever,astana,"Овощи, зелень, грибы, соленья",1089,93493a61-d9fa-11ec-b2bc-005056a59fae,Картофель кг,,290,KZT,,clevermarket.kz
clever,astana,"Попкорн, вата, палочки кукурузные палочки, сладкая вата, попкорн с доставкой по г.Астана",2305,4d8a8182-b28b-11f0-b315-f07a0449f127,Палочки кукурузные Нямка 250 гр,,336,KZT,,clevermarket.kz
clever,astana,Шампанское и Игристые вина,2166,1ff68caf-bbe9-11ec-b2b6-005056a59fae,"Вино игристое Caviro tavernello lambrusco bianco белое сухое 8% 0,75 л",,3599,KZT,,clevermarket.kz
clever,astana,"Овощи, зелень, грибы, соленья",1089,0fc4e0f2-d9ff-11ec-b2bc-005056a59fae,Лук репчатый кг,,220,KZT,,clevermarket.kz
clever,astana,"Попкорн, вата, палочки кукурузные палочки, сладкая вата, попкорн с доставкой по г.Астана",2305,9a9fe6fa-b28b-11f0-b315-f07a0449f127,Палочки кукурузные Нямка kids 80 гр + игрушка для девочек,,284,KZT,,clevermarket.kz
clever,astana,Шампанское и Игристые вина,2166,06205e43-bd5b-11ec-b2b6-005056a59fae,Вино игристое Cinzano Dry Edition белое сухое 11% 0.75 л,,5035,KZT,,clevermarket.kz
clever,astana,"Овощи, зелень, грибы, соленья",1089,ae870542-da01-11ec-b2bc-005056a59fae,Морковь кг,,280,KZT,,clevermarket.kz
clever,astana,"Попкорн, вата, палочки кукурузные палочки, сладкая вата, попкорн с доставкой по г.Астана",2305,76c598f6-b28b-11f0-b315-f07a0449f127,Палочки кукурузные Нямка kids 80 гр + игрушка для мальчиков,,284,KZT,,clevermarket.kz
clever,astana,Шампанское и Игристые вина,2166,f4142ef2-0426-11ed-b2c0-005056a59fae,"Вино игристое Cinzano Edition Sweet белое полусладкое 9,5% 0.75 л",,5035,KZT,,clevermarket.kz
clever,astana,"Овощи, зелень, грибы, соленья",1089,766ba69a-da08-11ec-b2bc-005056a59fae,Помидоры красные кг,,1440,KZT,,clevermarket.kz
clever,astana,"Попкорн, вата, палочки кукурузные палочки, сладкая вата, попкорн с доставкой по г.Астана",2305,8c42c1ee-ab3e-11f0-b30f-f2dbc22b973e,Попкорн карамельный Маша и медведь + игрушка для девочек 100 гр,,452,KZT,,clevermarket.kz
clever,astana,Шампанское и Игристые вина,2166,2298d320-bd5b-11ec-b2b6-005056a59fae,Вино игристое Cinzano Rose Edition розовое полусладкое 9.5% 0.75 л,,5035,KZT,,clevermarket.kz
clever,astana,"Овощи, зелень, грибы, соленья",1089,a2dcebe3-d9f3-11ec-b2bc-005056a59fae,Баклажаны кг,,1750,KZT,,clevermarket.kz
clever,astana,"Попкорн, вата, палочки кукурузные палочки, сладкая вата, попкорн с доставкой по г.Астана",2305,8c42c1f0-ab3e-11f0-b30f-f2dbc22b973e,Попкорн карамельный Маша и медведь + игрушка для мальчиков 100 гр,,452,KZT,,clevermarket.kz
clever,astana,Шампанское и Игристые вина,2166,3217fdf9-f6bc-11ec-b2bf-005056a59fae,"Вино игристое Maschio Amabile GV красное полусладкое 8,5% 0,75 л",,3985,KZT,,clevermarket.kz
clever,astana,"Овощи, зелень, грибы, соленья",1089,7c95c671-e34e-11ed-b2d0-005056a59fae,Капуста белокочанная кг,,270,KZT,,clevermarket.kz
clever,astana,"Попкорн, вата, палочки кукурузные палочки, сладкая вата, попкорн с доставкой по г.Астана",2305,8c42c43d-ab3e-11f0-b30f-f2dbc22b973e,Попкорн карамельный Нямка фруктово-ягодный микс 200 гр,,728,KZT,,clevermarket.kz
clever,astana,Шампанское и Игристые вина,2166,4ac15124-f6bc-11ec-b2bf-005056a59fae,"Вино игристое Maschio Lambrusco Pinot Grigio Spumante Maschio белое сухое 11% 0,75 л",,5475,KZT,,clevermarket.kz
clever,astana,"Овощи, зелень, грибы, соленья",1089,dd285c25-da06-11ec-b2bc-005056a59fae,Свекла кг,,340,KZT,,clevermarket.kz
clever,astana,"Попкорн, вата, палочки кукурузные палочки, сладкая вата, попкорн с доставкой по г.Астана",2305,8c42c1ec-ab3e-11f0-b30f-f2dbc22b973e,Попкорн Нямка со вкусом карамели 120 гр,,352,KZT,,clevermarket.kz
clever,astana,Шампанское и Игристые вина,2166,af6b2b17-b963-11ec-b2b6-005056a59fae,Вино игристое Viala Lambrusco rosso красное сладкое 8% 0.75 л,,3289,KZT,,clevermarket.kz
clever,astana,"Овощи, зелень, грибы, соленья",1089,93934da8-da0a-11ec-b2bc-005056a59fae,Укроп кг,,2000,KZT,,clevermarket.kz
clever,astana,"Попкорн, вата, палочки кукурузные палочки, сладкая вата, попкорн с доставкой по г.Астана",2305,8c42c463-ab3e-11f0-b30f-f2dbc22b973e,Попкорн Нямка со вкусом карамели 200 гр,,576,KZT,,clevermarket.kz
clever,astana,Шампанское и Игристые вина,2166,829c5f70-014c-11ef-b2e7-005056a59fae,"Шампанское Veuve Clicquot Brut 12% 0,75 л",,34199,KZT,,clevermarket.kz
clever,astana,"Овощи, зелень, грибы, соленья",1089,c2a02c8d-d9fd-11ec-b2bc-005056a59fae,Листья салата кг,,1625,KZT,,clevermarket.kz
clever,astana,"Овощи, зелень, грибы, соленья",1089,e95e4cea-d9f6-11ec-b2bc-005056a59fae,Грибы шампиньоны кг,,3680,KZT,,clevermarket.kz
clever,astana,"Овощи, зелень, грибы, соленья",1089,e4d0942a-da0a-11ec-b2bc-005056a59fae,Чеснок кг,,1680,KZT,,clevermarket.kz
clever,astana,"Овощи, зелень, грибы, соленья",1089,81cd8bcd-da06-11ec-b2bc-005056a59fae,Руккола кг,,3500,KZT,,clevermarket.kz
clever,astana,"Овощи, зелень, грибы, соленья",1089,834130e2-d9fb-11ec-b2bc-005056a59fae,Кинза кг,,2875,KZT,,clevermarket.kz
clever,astana,"Овощи, зелень, грибы, соленья",1089,67a7f0c6-d9fe-11ec-b2bc-005056a59fae,Лук зеленый кг,,2875,KZT,,clevermarket.kz
clever,astana,"Овощи, зелень, грибы, соленья",1089,13e0fd9a-da0a-11ec-b2bc-005056a59fae,Томаты черри красные кг,,2280,KZT,,clevermarket.kz
clever,astana,"Овощи, зелень, грибы, соленья",1089,5d7794ba-da04-11ec-b2bc-005056a59fae,Петрушка кг,,2000,KZT,,clevermarket.kz
clever,astana,"Овощи, зелень, грибы, соленья",1089,121aecde-da0b-11ec-b2bc-005056a59fae,Шпинат кг,,2375,KZT,,clevermarket.kz
clever,astana,"Овощи, зелень, грибы, соленья",1089,57d2b381-da09-11ec-b2bc-005056a59fae,Помидоры розовые кг,,1860,KZT,,clevermarket.kz
clever,astana,"Овощи, зелень, грибы, соленья",1089,360b5af9-fc40-11ec-b2bf-005056a59fae,Салат Айсберг кг,,1680,KZT,,clevermarket.kz
clever,astana,"Овощи, зелень, грибы, соленья",1089,7e41ab86-da03-11ec-b2bc-005056a59fae,Перец светофор жёлтый кг,,2160,KZT,,clevermarket.kz
clever,astana,"Овощи, зелень, грибы, соленья",1089,b43cac6f-da05-11ec-b2bc-005056a59fae,Редис пучок шт,,460,KZT,,clevermarket.kz
clever,astana,"Овощи, зелень, грибы, соленья",1089,5dac11b1-da07-11ec-b2bc-005056a59fae,Сельдерей (стебель) кг,,1125,KZT,,clevermarket.kz
clever,astana,"Овощи, зелень, грибы, соленья",1089,1d183a90-da02-11ec-b2bc-005056a59fae,Мята кг,,4375,KZT,,clevermarket.kz
clever,astana,"Овощи, зелень, грибы, соленья",1089,320f402c-d9fa-11ec-b2bc-005056a59fae,Капуста цветная кг,,1440,KZT,,clevermarket.kz
